# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
1.15e-07, 5e-05, 295, -3686.09531161, -3734.73489641, -3689.94188039, -3739.06628568, 0.998957553018, 0.998841585319
1.2e-07, 5e-05, 295, -3166.04375452, -3210.31187028, -3169.50108544, -3214.22238329, 0.99890918765, 0.998783371981
1.25e-07, 5e-05, 295, -2735.44945181, -2775.85606089, -2738.56845949, -2779.39954284, 0.998861080992, 0.998725090837
1.3e-07, 5e-05, 295, -2376.31208058, -2413.29462769, -2379.13469133, -2416.51558801, 0.998813597749, 0.99866710551
1.35e-07, 5e-05, 295, -2074.74631435, -2108.68180744, -2077.3090047, -2111.61900822, 0.998766341291, 0.998609029012
1.4e-07, 5e-05, 295, -1819.93801907, -1851.15281665, -1822.27097712, -1853.83847492, 0.998719752397, 0.99855129867
1.45e-07, 5e-05, 295, -1603.38428976, -1632.16207906, -1605.51452637, -1634.62501373, 0.998673175125, 0.998493272367
1.5e-07, 5e-05, 295, -1418.34622716, -1444.93457048, -1420.29597638, -1447.19863076, 0.998627223305, 0.998435556647
1.55e-07, 5e-05, 295, -1259.43811485, -1284.05384794, -1261.226558, -1286.13966286, 0.998581981059, 0.998378236068
1.6e-07, 5e-05, 295, -1122.32322049, -1145.15692958, -1123.96838585, -1147.08382933, 0.998536288585, 0.9983201753
1.65e-07, 5e-05, 295, -1003.48984745, -1024.70960344, -1005.00541381, -1026.49243899, 0.998491981894, 0.998263177128
1.7e-07, 5e-05, 295, -900.069327365, -919.823809, -901.469298889, -921.477644926, 0.998447011424, 0.998205234891
1.75e-07, 5e-05, 295, -809.711017741, -828.13214408, -811.005875821, -829.668420915, 0.99840339248, 0.998148324322
1.8e-07, 5e-05, 295, -730.471492768, -747.676642462, -731.671948245, -749.106942931, 0.998359298207, 0.998090659174
1.85e-07, 5e-05, 295, -660.740388098, -676.834286277, -661.854910134, -678.167872095, 0.998316062902, 0.998033546158
1.9e-07, 5e-05, 295, -599.173289005, -614.249611847, -600.209701423, -615.495029356, 0.998273249474, 0.997976559599
1.95e-07, 5e-05, 295, -544.643564255, -558.786310365, -545.609027408, -559.951380676, 0.998230485377, 0.997919336658
2e-07, 5e-05, 295, -496.202939142, -509.487607748, -497.103801671, -510.579283879, 0.998187777831, 0.997861887144
2.05e-07, 5e-05, 295, -453.049997266, -465.544600809, -453.891523925, -466.568701704, 0.998145974059, 0.997805037306
2.1e-07, 5e-05, 295, -414.503718083, -426.269657075, -415.29085698, -427.231639737, 0.998104608172, 0.997748334691
2.15e-07, 5e-05, 295, -379.983583438, -391.07640302, -380.72107695, -391.981478905, 0.998062903376, 0.997691023853
2.2e-07, 5e-05, 295, -348.993679713, -359.463729332, -349.685377129, -360.316179314, 0.998021943548, 0.997634161244
2.25e-07, 5e-05, 295, -321.107686841, -331.000692308, -321.757236388, -331.804563389, 0.99798124339, 0.99757727539
2.3e-07, 5e-05, 295, -295.958574195, -305.316138886, -296.569237733, -306.075061499, 0.997940907348, 0.997520468967
2.35e-07, 5e-05, 295, -273.228949863, -282.088992652, -273.80385571, -282.806436811, 0.997900300395, 0.997463126488
2.4e-07, 5e-05, 295, -252.644282627, -261.041424315, -253.185833771, -261.720108825, 0.997861052745, 0.997406830859
2.45e-07, 5e-05, 295, -233.965073483, -241.930973645, -234.475851477, -242.573774151, 0.997821617917, 0.997350082432
2.5e-07, 5e-05, 295, -216.982723518, -224.546379691, -217.465242867, -225.156084694, 0.997781165656, 0.997292078496
2.55e-07, 5e-05, 295, -201.515850238, -208.70386508, -201.971575034, -209.282191388, 0.997743619137, 0.997236619591
2.6e-07, 5e-05, 295, -187.403685663, -194.240495796, -187.834933609, -194.789999369, 0.997704112126, 0.997178994942
2.65e-07, 5e-05, 295, -174.506679998, -181.014768968, -174.914791399, -181.537010207, 0.997666798803, 0.997123224413
2.7e-07, 5e-05, 295, -162.700331273, -168.900409675, -163.08735994, -169.397650365, 0.997626862882, 0.997064654148
2.75e-07, 5e-05, 295, -151.876436579, -157.787612022, -152.243342386, -158.261003882, 0.997590004259, 0.99700879024
2.8e-07, 5e-05, 295, -141.937886643, -147.577806948, -142.28602109, -148.028882208, 0.997553277235, 0.996952788851
2.85e-07, 5e-05, 295, -132.798712805, -138.183697291, -133.12962528, -138.614176278, 0.997514358847, 0.996894408647
2.9e-07, 5e-05, 295, -124.383449375, -129.52861141, -124.697933835, -129.939445532, 0.997478029907, 0.996838264769
2.95e-07, 5e-05, 295, -116.623905018, -121.543252887, -116.923076054, -121.935706545, 0.99744130033, 0.996781470591
3e-07, 5e-05, 295, -109.459725147, -114.166260025, -109.744499657, -114.54139027, 0.997405113598, 0.99672493721
3.05e-07, 5e-05, 295, -102.836743339, -107.342544135, -103.108080418, -107.70144216, 0.997368420808, 0.996667658136
3.1e-07, 5e-05, 295, -96.706717379, -101.023018743, -96.9653521456, -101.366543677, 0.997332709459, 0.996611061976
3.15e-07, 5e-05, 295, -91.0260671188, -95.1633282583, -91.2728391249, -95.4924372152, 0.997296325956, 0.996553559983
3.2e-07, 5e-05, 295, -85.7558934621, -89.7238627342, -85.9914760849, -90.0393393594, 0.99726039564, 0.996496235674
3.25e-07, 5e-05, 295, -80.8611519831, -84.6689239455, -81.0861030865, -84.9714297871, 0.997225774888, 0.996439911128
3.3e-07, 5e-05, 295, -76.3100781346, -79.9661444386, -76.5250247107, -80.2564051059, 0.997191159663, 0.996383333307
3.35e-07, 5e-05, 295, -72.0740306624, -75.5863275812, -72.2796245567, -75.8650885588, 0.997155576061, 0.996325569733
3.4e-07, 5e-05, 295, -68.1272914186, -71.5032440044, -68.3240274383, -71.7710879237, 0.997120544163, 0.996268080545
3.45e-07, 5e-05, 295, -64.4465266972, -67.6930874179, -64.6348027861, -67.9504950559, 0.997087078774, 0.996211835723
3.5e-07, 5e-05, 295, -61.0103452756, -64.1340283104, -61.1907037408, -64.3816215097, 0.997052518534, 0.996154287614
3.55e-07, 5e-05, 295, -57.7995643829, -60.8064798129, -57.9724372218, -61.0447654812, 0.997018016712, 0.996096542162
3.6e-07, 5e-05, 295, -54.7967405289, -57.6926240085, -54.9624609247, -57.9220059856, 0.996984843965, 0.996039812966
3.65e-07, 5e-05, 295, -51.9858392358, -54.7760783133, -52.1448037839, -54.9970207738, 0.996951478641, 0.995982646743
3.7e-07, 5e-05, 295, -49.3523403999, -52.0420000837, -49.5049069257, -52.2549249828, 0.996918153466, 0.995925266392
3.75e-07, 5e-05, 295, -46.8829667568, -49.4768121919, -47.0294825321, -49.6821279146, 0.996884597333, 0.995867412864
3.8e-07, 5e-05, 295, -44.5656452356, -47.068163318, -44.7063884033, -47.2662057095, 0.996851833199, 0.995810063692
3.85e-07, 5e-05, 295, -42.3892752313, -44.8046934943, -42.5245163023, -44.9957879747, 0.996819691727, 0.995753058475
3.9e-07, 5e-05, 295, -40.343661251, -42.6759652441, -40.4736924075, -42.8604566795, 0.996787267267, 0.995695532675
3.95e-07, 5e-05, 295, -38.4195181022, -40.672468316, -38.5445884406, -40.8506558647, 0.996755177744, 0.995638073735
4e-07, 5e-05, 295, -36.6082653852, -38.7854120447, -36.7286422006, -38.9576108862, 0.996722535648, 0.995579840817
4.05e-07, 5e-05, 295, -34.9020994903, -37.0067970582, -35.0179864183, -37.1732560917, 0.996690645585, 0.995522075519
4.1e-07, 5e-05, 295, -33.2937853475, -35.32920473, -33.4053849635, -35.4901699548, 0.996659232751, 0.995464512428
4.15e-07, 5e-05, 295, -31.7766561444, -33.7457968834, -31.8841755794, -33.9015168266, 0.996627811978, 0.995406696874
4.2e-07, 5e-05, 295, -30.3446116439, -32.2503130271, -30.4482183986, -32.4009945558, 0.996597280228, 0.995349478288
4.25e-07, 5e-05, 295, -28.9919399648, -30.8368902773, -29.0918496093, -30.9827873316, 0.996565717004, 0.995291028765
4.3e-07, 5e-05, 295, -27.7134488443, -29.5001960543, -27.8098396941, -29.6415231712, 0.996533930048, 0.995232123665
4.35e-07, 5e-05, 295, -26.5043744432, -28.2353350889, -26.5973557552, -28.3722355533, 0.996504114437, 0.995174843939
4.4e-07, 5e-05, 295, -25.3602131297, -27.0376792416, -25.4499274764, -27.1703287468, 0.996474868276, 0.995117854244
4.45e-07, 5e-05, 295, -24.2767716272, -25.9029182417, -24.3634163439, -26.0315464492, 0.996443654887, 0.995058756586
4.5e-07, 5e-05, 295, -23.2502746847, -24.8271679923, -23.3339877749, -24.951943379, 0.996412396755, 0.994999372002
4.55e-07, 5e-05, 295, -22.2772233128, -23.806827287, -22.3580858584, -23.9278595237, 0.996383297477, 0.99494178589
4.6e-07, 5e-05, 295, -21.3542784015, -22.8384597742, -21.4324104338, -22.9558967642, 0.996354491596, 0.99488423427
4.65e-07, 5e-05, 295, -20.4783609986, -21.918895078, -20.5538962709, -22.0328976356, 0.996325014429, 0.994825802786
4.7e-07, 5e-05, 295, -19.646637838, -21.0452142477, -19.71969414, -21.1559260113, 0.996295261911, 0.994766867517
4.75e-07, 5e-05, 295, -18.8564831131, -20.2147108325, -18.9271535812, -20.3222495145, 0.996266186153, 0.994708327839
4.8e-07, 5e-05, 295, -18.1054135321, -19.4248250021, -18.1738072066, -19.5293234911, 0.996236689776, 0.994649149568
4.85e-07, 5e-05, 295, -17.3911665608, -18.6732226628, -17.4573563849, -18.774776389, 0.996208485257, 0.994590948828
4.9e-07, 5e-05, 295, -16.7115638011, -17.957656851, -16.7756581729, -18.056396407, 0.996179322978, 0.994531602332
4.95e-07, 5e-05, 295, -16.064651696, -17.2761103953, -16.1267133764, -17.3721192938, 0.99615162253, 0.994473391707
5e-07, 5e-05, 295, -15.4485247255, -16.6266164677, -15.5086556325, -16.720017188, 0.996122751803, 0.994413838259
5.05e-07, 5e-05, 295, -14.861483753, -16.0074191349, -14.9197414145, -16.0982883978, 0.996095263325, 0.994355346319
5.1e-07, 5e-05, 295, -14.3018645193, -15.4167992192, -14.3583408773, -15.5052480374, 0.996066651533, 0.994295556063
5.15e-07, 5e-05, 295, -13.7681786695, -14.8532174432, -13.8229294639, -14.9393194394, 0.99603913233, 0.99423655163
5.2e-07, 5e-05, 295, -13.2589855027, -14.3151842293, -13.3120802012, -14.3990262704, 0.996011540065, 0.994177242297
5.25e-07, 5e-05, 295, -12.7729638102, -13.8013323934, -12.8244566263, -13.882985289, 0.995984795488, 0.994118491526
5.3e-07, 5e-05, 295, -12.308845261, -13.3103495009, -12.3588062846, -13.3898996881, 0.995957455562, 0.994058940769
5.35e-07, 5e-05, 295, -11.865461737, -12.8410259869, -11.9139547475, -12.9185529667, 0.995929730174, 0.993998787636
5.4e-07, 5e-05, 295, -11.441721898, -12.3922312838, -11.4888001071, -12.4678032893, 0.995902251873, 0.993938627056
5.45e-07, 5e-05, 295, -11.0366060313, -11.9629086058, -11.0823079034, -12.0365782864, 0.995876141274, 0.993879516357
5.5e-07, 5e-05, 295, -10.6491324553, -11.5520405176, -10.693506447, -11.623870259, 0.995850379678, 0.993820496974
5.55e-07, 5e-05, 295, -10.2783788432, -11.1586706745, -10.3214825043, -11.2287317543, 0.99582388857, 0.99376055272
5.6e-07, 5e-05, 295, -9.92349884086, -10.781920894, -9.9653773135, -10.8502714777, 0.995797602909, 0.993700564644
5.65e-07, 5e-05, 295, -9.58367806503, -10.4209460951, -9.62438290379, -10.4876505167, 0.995770654683, 0.993639717345
5.7e-07, 5e-05, 295, -9.25817876967, -10.0749800006, -9.29773869114, -10.1400788461, 0.995745210445, 0.993580045429
5.75e-07, 5e-05, 295, -8.94626315856, -9.74325668066, -8.98472832981, -9.80681209534, 0.995718827566, 0.993519258443
5.8e-07, 5e-05, 295, -8.64727775131, -9.42509678978, -8.68467679666, -9.48714855416, 0.995693674477, 0.993459387294
5.85e-07, 5e-05, 295, -8.36057428697, -9.11982672168, -8.39694769038, -9.18042639772, 0.995668258902, 0.993399034705
5.9e-07, 5e-05, 295, -8.08555247285, -8.82682226988, -8.12094072702, -8.88602111295, 0.995642345466, 0.993337980822
5.95e-07, 5e-05, 295, -7.8216627334, -8.54551146258, -7.8560894175, -8.60334311105, 0.995617834489, 0.993278002781
6e-07, 5e-05, 295, -7.56835129409, -8.27531836871, -7.60185891135, -8.33183551031, 0.995592181116, 0.993216723791
6.05e-07, 5e-05, 295, -7.32512887512, -8.01573334779, -7.35774399447, -8.07097207661, 0.995567239174, 0.993155876603
6.1e-07, 5e-05, 295, -7.09151976305, -7.7662609396, -7.12326722758, -7.82025530819, 0.995543131613, 0.993095574702
6.15e-07, 5e-05, 295, -6.86705964454, -7.52641762274, -6.89797721594, -7.57921465478, 0.995517878586, 0.993033970611
6.2e-07, 5e-05, 295, -6.65134111109, -7.29577842773, -6.68144699904, -7.34740485984, 0.995494106597, 0.992973514717
6.25e-07, 5e-05, 295, -6.44394731576, -7.07390892521, -6.47327255142, -7.12440441675, 0.995469797474, 0.992912321003
6.3e-07, 5e-05, 295, -6.24449734269, -6.86041181397, -6.27307138647, -6.90981413051, 0.995444967542, 0.992850413107
6.35e-07, 5e-05, 295, -6.05263883815, -6.65491922026, -6.08048125455, -6.70325577638, 0.99542101764, 0.992789092685
6.4e-07, 5e-05, 295, -5.86801946734, -6.45706352011, -5.8951589296, -6.50437084909, 0.995396313724, 0.992726840139
6.45e-07, 5e-05, 295, -5.69033276107, -6.2665243585, -5.71677907651, -6.31281939525, 0.995373913336, 0.992666503847
6.5e-07, 5e-05, 295, -5.51925111915, -6.08295977056, -5.54503319425, -6.1282789232, 0.995350420062, 0.992604913515
6.55e-07, 5e-05, 295, -5.35448912844, -5.90607137159, -5.37962862803, -5.95044338408, 0.995326907984, 0.992543074587
6.6e-07, 5e-05, 295, -5.19577586339, -5.73557578625, -5.22028764685, -5.77902221985, 0.995304514784, 0.992482044203
6.65e-07, 5e-05, 295, -5.0428267487, -5.5711757322, -5.06674658068, -5.61373947265, 0.995279054991, 0.992417934489
6.7e-07, 5e-05, 295, -4.89541986277, -5.4126385125, -4.91875501338, -5.45433295148, 0.99525588273, 0.992355721708
6.75e-07, 5e-05, 295, -4.75331058542, -5.25970821387, -4.77607502736, -5.30055345206, 0.995233650684, 0.992294155967
6.8e-07, 5e-05, 295, -4.61626194301, -5.11213684455, -4.63848049649, -5.15216402623, 0.995209950005, 0.992230996242
6.85e-07, 5e-05, 295, -4.48407574717, -4.96971649252, -4.50575642327, -5.00893929703, 0.995188227222, 0.99216943904
6.9e-07, 5e-05, 295, -4.3565389339, -4.83222405988, -4.37769831803, -4.87066481685, 0.995166550413, 0.992107698145
6.95e-07, 5e-05, 295, -4.23345112611, -4.69944952954, -4.25411161659, -4.73713646533, 0.995143406581, 0.992044363497
7e-07, 5e-05, 295, -4.1146383898, -4.57121032774, -4.134811134, -4.60815988423, 0.995121241683, 0.991981711265
7.05e-07, 5e-05, 295, -3.99992390045, -4.4473209414, -4.01962055201, -4.48354994718, 0.99509987291, 0.991919571276
7.1e-07, 5e-05, 295, -3.8891306505, -4.32759571135, -3.90837193744, -4.36313026118, 0.995076904849, 0.991855721075
7.15e-07, 5e-05, 295, -3.78210996232, -4.2118783449, -3.80090529018, -4.24673269865, 0.995055039147, 0.991792665979
7.2e-07, 5e-05, 295, -3.6787051487, -4.10000431526, -3.69706811823, -4.1341969573, 0.995033099488, 0.991729314689
7.25e-07, 5e-05, 295, -3.57876910041, -3.99181905948, -3.59671503814, -4.02537014626, 0.9950104644, 0.991665092759
7.3e-07, 5e-05, 295, -3.48217052019, -3.88718443012, -3.49970739921, -3.92010639664, 0.99498904422, 0.991601767098
7.35e-07, 5e-05, 295, -3.3887727761, -3.78595681381, -3.40591293007, -3.8182664952, 0.994967530197, 0.991538128251
7.4e-07, 5e-05, 295, -3.29845541482, -3.68800938958, -3.3152054056, -3.71971753902, 0.994947525498, 0.991475656659
